Toyota pays $16 mln to settle suit in southern California|toyota-pays-16-mln-settle-154755126.html|AFP|0
UPDATE 7-Brent crude slumps to 8-month low on weak US jobs data|7-brent-crude-slumps-8-153045542.html|Reuters Australia|1
Electric car maker Fisker cuts 75 pct of workforce|electric-car-maker-fisker-cuts-175836385.html|AFP|0
UPDATE 8-Brent crude slumps to 8-month low on weak US jobs report|8-brent-crude-slumps-8-164845308.html|Reuters Australia|1
UPDATE 9-Brent oil falls to 8-month low on weak U.S. jobs report|9-brent-oil-falls-8-185131487.html|Reuters Australia|1
PRECIOUS-Gold rallies as weak U.S. jobs data affirms Fed easing|precious-gold-rallies-weak-u-180613176.html|Reuters Australia|1
Britain brings in ban on 'rip-off' surcharges|britain-brings-ban-rip-off-194205505.html|AFP|0
UPDATE 10-Brent oil falls to 8-month low on weak U.S. jobs report|10-brent-oil-falls-8-202032653.html|Reuters Australia|1
Penguin, Random House merger approved|penguin-random-house-merger-approved-233410285.html|AAP|0
N. Korea maintains access ban to industrial zone|n-korea-maintains-access-ban-202925198.html|AFP|0
Sudan says S. Sudan oil exports to resume by end May|sudan-says-sudan-oil-exports-201709977.html|AFP|0
S. Sudan restarts oil production|sudan-restarts-oil-production-013308648.html|AFP|0
South Sudan restarts oil production|south-sudan-restarts-oil-production-004337627.html|AFP|0
Italy to pay ?40 bn owed to business to boost growth|italy-pay-40-bn-owed-022753510.html|AFP|0
Italian wine drinking at record low|italian-wine-drinking-record-low-235952882.html|AFP|0
Obama says his budget aims to reinvigorate middle class|obama-says-budget-aims-reinvigorate-001819282.html|AFP|0
Retail sales up for second month|retail-sales-second-month-011810222.html|AAP|0
Rate cuts fuel surge in retail spending|rate-cuts-fuel-surge-retail-051321721.html|AAP|0
Stocks to watch at close on Thursday|stocks-watch-close-thursday-053314103.html|AAP|1
Qld bank in $12 million home loan bungle|qld-bank-12-million-home-041702494.html|AAP|0
UPDATE 1-Brent recovers from steep drop, stays above $107; US data hurts|1-brent-recovers-steep-drop-044648446.html|Reuters Australia|1
ECB can't replace govt action over debt: Draghi|ecb-cant-replace-govt-action-041529291.html|AFP|0
Aust bonds finish higher|aust-bonds-finish-higher-055512315.html|AAP|1
Cyprus bank workers protest over pension fears|cyprus-bank-workers-protest-over-222534048.html|AFP|0
Non-mining economy improving, says Swan|non-mining-economy-improving-says-060511029.html|AAP|0
European stocks mixed as growth said to be at risk|european-stocks-mixed-growth-said-060546174.html|AFP|0
Spaniards protest evictions on lawmakers' doors|spaniards-protest-evictions-lawmakers-doors-054710134.html|AFP|0
Vic jobs to go if Shell sale fails: union|vic-jobs-shell-sale-fails-024935612.html|AAP|0
Billabong suspension no takeover guarantee|billabong-suspension-no-takeover-guarantee-021907834.html|AAP|0
More changes at Fairfax of the future|more-changes-fairfax-future-061114918.html|AAP|0
Aussies less satisfied than Poms|aussies-less-satisfied-poms-050110894.html|AAP|0
PRECIOUS-Gold hits 10-mth low on selloff to cover equity losses|precious-gold-hits-10-mth-035942771.html|Reuters Australia|1
Aust shares close weaker|aust-shares-close-weaker-052406471.html|AAP|1
$A lower on BoJ moves|lower-boj-moves-062812665.html|AAP|1
European stocks slump as growth said to be at risk|european-stocks-slump-growth-said-064433460.html|AFP|1
UPDATE 2-Brent recovers from steep drop, stays above $107; US data hurts|2-brent-recovers-steep-drop-064913825.html|Reuters Australia|1
Boeing trails Airbus in Q1 plane orders, deliveries|boeing-trails-airbus-q1-plane-073958290.html|AFP|0
No chance for Shell refinery sale: analyst|no-chance-shell-refinery-sale-073006684.html|AAP|0
AFP chairman Hoog re-appointed for second term|afp-chairman-hoog-appointed-second-071938981.html|AFP|0
Facebook unveils Android software suite|facebook-unveils-android-software-suite-074240060.html|AFP|0
Soros in consortium bid for Myanmar telecom license|soros-consortium-bid-myanmar-telecom-082436232.html|AFP|0
PRECIOUS-Gold heads for third weekly drop, firm shares weigh|precious-gold-heads-third-weekly-070735229.html|Reuters Australia|1
